source,missing_set,experiment_mode,experiment,model_type,stress_scenario,severity,severity_rank,perturbation_pct,n_seed_window_cases,n_rows_total,mean_delta_score,median_delta_score,mean_score_drop,median_score_drop,mean_pct_score_decreased,mean_pct_drop_ge_1,mean_pct_drop_ge_5,mean_pct_category_worse,window_detection_rate_mean_decrease,window_detection_rate_drop_ge_1,window_detection_rate_any_category_worse
external_10714,complete,full_reference,full_reference,svm,combined_pollution,high_300pct,2,300,535,53570,12.728949044528177,11.564283595933624,-12.728949044528177,-11.564283595933624,0.2178358471361154,0.1625855464051078,0.0172701027112057,0.1383353382067178,0.0,0.0,1.0
external_10714,complete,full_reference,full_reference,svm,combined_pollution,low_30pct,0,30,535,53570,-4.9038973278551,-4.491180863903256,4.9038973278551,4.491180863903256,0.7687249005274359,0.7307084297214768,0.4776835384473026,0.3729062644582215,1.0,0.9813084112149532,1.0
external_10714,complete,full_reference,full_reference,svm,combined_pollution,medium_100pct,1,100,535,53570,6.69273543259186,4.793360827694475,-6.69273543259186,-4.793360827694475,0.2998251133524567,0.2366743777181456,0.0791287128712871,0.1718245581567502,0.0,0.0,1.0
external_10714,complete,full_reference,full_reference,svm,conductivity_event,high_300pct,2,300,535,53570,0.4038361313623065,-0.6763897446050215,-0.4038361313623065,0.6763897446050215,0.8687001017858795,0.2345485333580087,0.0013071157583048,0.0701706301471268,0.4616822429906542,0.0,1.0
external_10714,complete,full_reference,full_reference,svm,conductivity_event,low_30pct,0,30,535,53570,0.0944372541282982,-0.0809570384626354,-0.0944372541282982,0.0809570384626354,0.9177251781252892,0.0077801425002313,0.0,0.0087552512260571,0.5308411214953271,0.0,0.5757009345794393
external_10714,complete,full_reference,full_reference,svm,conductivity_event,medium_100pct,1,100,535,53570,0.3129174944047218,-0.2560648078092988,-0.3129174944047218,0.2560648078092988,0.8983342278153049,0.015977236976034,3.738317757009346e-05,0.025442028314981,0.4373831775700935,0.0,0.897196261682243
external_10714,complete,full_reference,full_reference,svm,organic_pollution,high_300pct,2,300,535,53570,11.763260888686712,10.197762405296334,-11.763260888686712,-10.197762405296334,0.2213535671324142,0.1656531877486814,0.0213163690200795,0.1317973535671324,0.0,0.0,1.0
external_10714,complete,full_reference,full_reference,svm,organic_pollution,low_30pct,0,30,535,53570,-4.599316320674076,-3.755163410490837,4.599316320674076,3.755163410490837,0.7571722032016286,0.6993328398260387,0.4444056629962061,0.3521919126492088,0.9962616822429906,0.977570093457944,1.0
external_10714,complete,full_reference,full_reference,svm,organic_pollution,medium_100pct,1,100,535,53570,6.72043509674153,4.850011437886138,-6.72043509674153,-4.850011437886138,0.2757081521236236,0.2093058203016563,0.022058295549181,0.1482801887665402,0.0,0.0,1.0
external_10714,complete,full_reference,full_reference,svm,suspended_solids_event,high_300pct,2,300,535,53570,-4.018045503640916,-4.801159565690167,4.018045503640916,4.801159565690167,0.8600688442676043,0.7904991209401314,0.4776765059683538,0.2642735264180624,0.983177570093458,0.9626168224299064,1.0
external_10714,complete,full_reference,full_reference,svm,suspended_solids_event,low_30pct,0,30,535,53570,-0.7309125711393971,-0.7107589495573414,0.7309125711393971,0.7107589495573414,0.9159426297769964,0.3758445452021837,0.0,0.0482905524197279,1.0,0.0467289719626168,0.9925233644859812
external_10714,complete,full_reference,full_reference,svm,suspended_solids_event,medium_100pct,1,100,535,53570,-1.980133600203403,-2.051379799542804,1.980133600203403,2.051379799542804,0.9015965577866198,0.6963584713611548,0.1334499861201073,0.1286638289997224,0.9906542056074766,0.9364485981308412,1.0
external_10714,complete,full_reference,full_reference,xgboost,ammonia_pollution,high_300pct,2,300,535,53570,-3.072444954096714,-3.0877227783203125,3.072444954096714,3.0877227783203125,0.9261315813824372,0.7360244286110854,0.2563801239937078,0.192907930045341,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,xgboost,ammonia_pollution,low_30pct,0,30,535,53570,-0.5337754591046092,-0.3709468841552734,0.5337754591046092,0.3709468841552734,0.7364922735264181,0.2283147959655778,0.0,0.0327648746183029,1.0,0.0,0.9196261682242992
external_10714,complete,full_reference,full_reference,xgboost,ammonia_pollution,medium_100pct,1,100,535,53570,-1.5232050045628414,-1.406057357788086,1.5232050045628414,1.406057357788086,0.9262835199407792,0.5605644489682614,0.0020531137225872,0.0957766262607569,1.0,0.994392523364486,0.9981308411214952
external_10714,complete,full_reference,full_reference,xgboost,combined_pollution,high_300pct,2,300,535,53570,-28.48120295087868,-29.804428100585938,28.48120295087868,29.804428100585938,1.0,0.999981308411215,0.9989345794392522,0.996974368464884,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,xgboost,combined_pollution,low_30pct,0,30,535,53570,-9.24140142102108,-9.421607971191406,9.24140142102108,9.421607971191406,0.9855512168039234,0.9751734986582772,0.8338036457851392,0.5613565281761821,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,xgboost,combined_pollution,medium_100pct,1,100,535,53570,-19.5063036125397,-20.185562133789062,19.5063036125397,20.185562133789062,1.0,1.0,0.988596465254002,0.9174818173406124,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,xgboost,conductivity_event,high_300pct,2,300,535,53570,-0.0985380128530837,-0.0709152221679687,0.0985380128530837,0.0709152221679687,0.7223212732488202,0.0001493476450448,0.0,0.0082524289812158,1.0,0.0,0.5121495327102804
external_10714,complete,full_reference,full_reference,xgboost,conductivity_event,low_30pct,0,30,535,53570,-0.0221748931365246,0.0,0.0221748931365246,0.0,0.4381186268159526,0.0,0.0,0.002370500601462,0.9588785046728971,0.0,0.2074766355140186
