DO,BOD,NH3N,EC,SS
100.3,1.2,0.05,215,6.5
100.6,1.5,0.13,220,6.6
90,2.1,0.64,296,9.2
75.7,2.6,0.77,293,17.1
104.5,1.4,0.35,239,7.2
121.8,1.3,0.02,164,1
108,5,1.3,257,2.4
104.8,1.2,0.04,111,3.6
72,2.2,0.7,165,4.5
61.1,2.2,1.21,175,11
101.7,0.6,0.02,161,3.2
101.8,0.8,0.02,115,4.2
94.8,2.2,0.4,125,3.4
101.9,1.2,0.02,104,2.6
110.7,1.7,0.32,181,3.6
112,1.9,0.15,178,2
112.9,2.5,0.23,168,2.6
79.7,2.6,0.63,239,7.6
99.2,1.2,0.01,140,3.5
102.6,0,0.03,165,2.8
112.8,0.3,0.03,113,4.2
25.8,2.2,2.46,374,9.4
31.8,3.5,2.55,211,11.3
98.2,2.6,0.47,216,4
83.9,2.4,0.68,222,4.4
32.1,1.5,1.29,241,11.4
32.8,2.1,2.36,250,9.2
16.7,2.2,2.96,276,5.6
53.2,2.7,1.29,245,9.5
43.2,4.2,0.97,242,7.8
18.5,2.3,2.92,253,4.9
106,1.2,0.04,205,9.3
90.2,0.3,0.01,202,5.2
91.1,6,12.4,2280,4.6
83.3,5.8,3.31,1410,3
54.9,12,5.3,1170,13.9
86.5,6.1,2.58,767,35.9
87.1,3.8,1.31,910,13.1
78.1,15.5,13.9,2120,8.1
88.9,4.2,0.69,1100,7.2
90.4,16.4,2.48,373,12.1
77.2,5.3,3.52,370,8.7
76.5,4.8,1.86,400,23.1
106.1,3.5,0.61,445,9
114.5,3.1,0.66,208,3.8
126.7,2.2,0.23,422,3.8
97.7,4.2,1.83,664,8.6
126,3,0.56,772,5.7
92.7,4.2,0.35,482,25.9
124.1,3.9,0.87,923,10
100.4,2.4,0.39,1210,7.1
112.2,2.6,0.07,197,2.8
80.1,4.8,3.55,412,6.4
91.1,4.2,1.26,455,8.3
110.2,3.7,0.2,372,7
134.1,4.9,0.23,803,6.7
126.8,2.1,0.09,308,6
108.1,2.8,0.28,313,10.2
102.8,0.8,0.04,193,95.5
94.8,0.2,0.08,219,108
78.7,6.1,6.49,2530,15
88.5,5.4,6.79,2140,22.2
126.8,2.4,0.26,606,10.4
105.5,4.5,0.72,2310,22.6
121.2,2.6,0.13,316,9
105.7,3.3,0.21,344,12.7
121.6,2.9,0.56,369,5.5
100,7.2,6.5,5980,9.8
100.3,4.5,3.34,4060,3.8
107.2,2.1,0.3,35700,88.6
86.2,9.6,6.13,5840,15
97.8,1.1,0.07,251,24.9
108,1.6,0.06,233,39.8
99.5,1.9,0.09,325,79.2
102.3,2,0.21,369,52.8
106.8,3.8,0.12,314,7.4
102.7,3.6,0.05,195,58.2
103.2,0.1,0.07,188,81.8
102.3,0.6,0.05,149,17.2
102.9,1.7,0.17,202,49.3
97.6,0.3,0.05,200,62.3
99.9,0.4,0.06,203,79.2
106.6,2.9,0.29,576,4.4
96.3,2.3,0.29,667,6.8
120.4,1.4,0.04,264,2.6
108.2,0.3,0.04,251,8.7
123,1.6,0.08,256,6.7
89.3,2.8,0.6,299,45.2
109.6,0.4,0.05,235,1
76.7,2.1,0.51,18200,38.4
72.8,4.4,0.58,2000,19.8
107.9,0.6,0.09,372,22.4
119.2,0.6,0.08,382,5.9
121,1.2,0.17,386,6
85,1.6,0.19,704,7
82,3.8,0.09,16500,25.2
124.6,2.2,0.06,170,3
107.6,1.3,0.06,235,4.3
116,1.1,0.07,277,3.5
100.6,0.5,0.03,188,2.7
103.4,0.6,0.06,391,4.3
99.6,0.9,0.06,402,6.2
107.6,0.2,0.06,410,6.2
122.2,1.5,0.07,359,3.1
111.2,2.7,0.09,369,9
104.4,0.3,0.06,317,23.2
106.2,2.2,0.07,430,31.4
102.4,1,0.06,440,14.5
131,1.9,0.08,140,1.4
104.4,1.3,0.09,243,1
113.5,4.2,0.08,192,28.2
107.4,0.4,0.08,196,37.2
107.7,1.2,0.1,207,11
107.4,0.3,0.11,200,50.2
102.4,0.9,0.11,217,45.5
105.8,0.6,0.1,248,28.2
104.2,2.1,0.1,203,1
102,3.2,0.1,283,332
89.4,1.7,0.4,360,173
105.4,1.4,0.1,406,1
119.8,3.5,0.15,464,3
95.6,4.4,0.54,472,26.7
103.4,1.4,0.55,343,4.6
76.4,2.9,1.57,398,5
103.6,1.9,1.33,377,6.9
103,4.9,0.19,286,4.2
96.2,2.8,0.18,366,17.4
98.6,2,0.21,491,20
101.2,1.1,0.16,347,133
106.8,3.3,0.1,281,198
91.2,2.8,0.31,608,38.6
102.2,7.4,0.23,156,9.2
101.6,4.1,0.08,284,123
102.8,2.5,0.09,318,144
103.6,1.8,0.1,286,168
104.8,0.6,0.09,431,982
101.5,0.6,0.11,411,388
103.6,1.7,0.09,409,657
102,2.6,0.08,342,262
103.6,2,0.05,347,625
103.2,2,0.06,343,472
98.7,1.2,0.11,411,337
91.1,5.3,0.34,428,404
91.6,4.7,0.48,441,402
62,4.2,1.25,683,175
55.3,7,1.21,694,103
23.8,18.7,1.61,3020,65
96.8,0.7,0.31,439,116
90.4,7.1,0.36,454,295
74.2,9.5,1.07,450,387
59.8,5.9,1.28,392,402
47.9,3.6,0.59,861,256
98.8,3.1,0.19,360,124
66.9,7.3,1.06,415,119
109.5,0.8,0.02,335,21.5
65.7,2.2,2.35,673,79.8
55.6,0.2,1.61,511,52.9
40.9,1.7,3.37,641,39.4
74.4,2,2.43,5050,73.7
115.1,0.2,0.02,325,17.1
107.9,0.8,0.03,360,41.6
68.6,1.3,2.08,14200,152
101,1,0.06,432,293
100.2,0.4,0.02,437,154
85.1,0.9,0.49,552,65.1
89.4,0.8,0.32,400,52.3
99.7,0.4,0.08,449,97.6
82.7,0.1,0.59,573,64.6
81.4,0.4,0.44,4380,78.2
64,1.8,1.89,682,150
69.6,0.2,0.78,576,106
12.6,2.4,1.5,660,18.4
12.1,42.2,10.7,609,278
14,2.3,1.94,3670,14.2
108.7,0.5,0.02,650,38.7
94.1,0.1,0.01,577,58.2
92.6,0.7,0.04,575,84.1
91.3,0.3,0.15,688,157
86.7,0.6,0.22,616,70.2
88.3,1,0.27,680,192
84.9,0.5,0.2,12100,48
88.3,0.3,0.07,909,193
98.6,0.3,0.02,620,45.1
93.1,0.4,0.04,599,40.5
102,0.6,0.21,30400,39.6
95.4,1.8,0.1,254,973
91.5,2.3,0.14,254,793
77.7,4,0.36,195,559
59.3,4.3,0.74,320,293
62.3,3.5,0.64,340,290
84,1.3,0.51,564,437
74.2,2.2,0.8,2790,264
50.2,3.8,1.74,407,26.4
40.3,3.3,1.79,362,32.9
78.4,3.3,0.75,596,514
84.1,1.9,0.33,709,1030
86.1,1.6,0.3,712,1200
88.8,1.5,0.56,631,91.9
78.4,2.1,0.66,697,1380
89,1.5,0.08,380,1980
80.7,2.8,0.2,372,946
46.3,4.5,2.09,493,207
47.5,6.3,1.25,392,268
91.3,1.7,0.2,355,412
96.7,0.8,0.03,426,517
97.5,0.7,0.06,438,583
87.7,0,0.71,475,114
102.1,0.9,0.02,400,89.4
100,0.5,0.02,417,88.5
93.7,0.9,0.16,503,133
100.7,0.6,0.02,414,406
107.8,0.7,0.03,426,467
101.5,0.1,0.03,413,422
100,0.7,0.04,408,68.8
97.5,0.2,0.12,454,301
89.1,0.6,0.44,459,664
47.9,4.6,6.2,698,27.1
72.2,7.6,6.07,626,22.7
84.5,1.3,0.4,173,26.5
70.2,2.7,0.74,179,116
58.1,4,1.25,231,97.8
50.5,4.6,1.44,254,145
51.3,4.2,1.78,389,68.8
86.1,2.1,0.47,167,20.2
100.6,0.5,0.07,280,57.2
99.4,0.9,0.12,288,1200
101.7,0.5,0.01,257,27.1
101.1,0.6,0.01,280,121
103.7,0.1,0.01,229,18.2
101.5,0.3,0.01,301,63.2
92.2,0.9,0.05,325,91.1
90.5,0.4,0.04,303,24.8
81.5,0.7,0.29,637,19.6
81.6,0.3,0.12,34300,61.3
93.9,0.9,0.01,403,2.9
98,0.8,0.02,804,14
101.1,0.7,0.08,437,268
99.7,0.6,0.01,198,3.6
104.2,0.8,0.01,290,2
106.2,0.9,0.01,264,10.4
89.1,0.1,0.07,244,5.8
114.5,0,0.05,203,1
104.5,0.9,0.05,200,1
79.8,2.5,0.5,226,6.5
141.2,5,0.72,273,5.4
145.4,5.5,0.34,1130,8.1
89,1.7,0.16,144,4.2
102.6,1.1,0.03,486,57.6
99.9,0.8,0.11,488,46.7
97.5,0.6,0.08,484,97
102.3,1.6,0.05,556,74.2
59.6,2.3,1.29,191,6
136.8,3.8,0.97,4980,6
106.9,0.4,0.06,136,1
101,2.5,0.56,24400,16.2
93.1,0.9,0.1,391,20.9
106,0.9,0.02,289,26.2
100.2,0,0.03,414,25.8
102.5,0.7,0.06,398,6.4
101.8,0.6,0.02,331,31.8
96,0,0.03,399,36.8
113.7,0.5,0.01,240,2.2
98.9,0.3,0.01,318,36.4
101.8,0.5,0.04,366,49.8
102.5,1.3,0.23,376,47.8
100.9,0.2,0.03,220,1
94.9,1.4,0.39,306,11.3
78.1,2,0.98,378,12.4
60.7,1.4,0.75,430,22.8
102.1,0.5,0.03,222,1.4
103.7,0,0.02,412,82.3
102.4,0.6,0.02,357,153
99.4,0.7,0.05,362,421
101.9,0.5,0.05,358,385
102.7,0.6,0.01,360,83.7
98.8,0.7,0.05,384,248
99.3,0,0.11,486,672
95.3,1.1,0.45,541,540
98.8,0.4,0.09,505,868
100.1,0.9,0.05,523,394
103.7,1.3,0.22,168,4.8
97,2,0.52,190,8.8
95.4,1.2,0.3,239,5.6
100.6,0.9,0.01,1340,1
97,0.4,0.02,280,1
98.9,0.1,0.02,276,2
31.8,3.3,2.01,239,15.4
14.6,1.2,2.06,7150,23.7
37.9,1.1,0.91,28700,21.8
144.3,2,0.02,228,6.2
103.8,0.4,0.14,248,22.2
55.6,2.1,0.7,402,21.2
5.7,5.2,2.79,432,9.5
111.5,1.9,0.16,286,18.4
105.6,0.5,0.03,156,4.9
64.7,3.8,1.03,242,12.1
112.6,0.2,0.03,107,2.4
85.7,1.6,0.31,117,10.2
86,1.6,0.34,114,11.4
107.2,0.2,0.01,124,1
106.5,0.9,0.01,110,2.4
98.5,0.8,0.12,106,1.9
109,1.6,0.74,167,3.1
108.9,0,0.09,154,3.6
112.4,1.1,0.19,140,2.6
80.8,1.7,0.37,215,11
111.4,0.2,0.01,126,2.3
111,0.1,0.02,138,1
109.3,0.2,0.04,104,5.5
17,2.2,2.1,318,9.9
66.4,2.2,0.89,148,21.5
93,1.3,0.26,185,5
77.5,1.5,0.57,190,7.7
27.2,1.7,2.14,226,7.8
19.9,1.5,2.66,222,8.4
56.3,1.5,1.21,219,22.1
39.8,1.9,0.78,214,8.8
7.7,1.9,3.11,283,6.1
105.7,0.8,0.01,222,21.9
97.2,0.7,0.01,206,17.2
78.8,10.3,10.8,2170,5
52.5,6,4.13,1660,5.2
49.7,24.2,6.48,847,132
81.6,12.3,4.02,659,75.5
67.4,16.7,3.82,745,185
69,15.2,11.8,2560,10
54.8,16.2,3.2,1070,15.3
55.8,5.9,4.95,486,6.4
70.6,11.5,6.98,450,15.1
75.5,7.3,4.29,486,34.5
80.2,3.8,0.75,525,8.3
61.6,4.3,4.3,326,4
88.7,5.5,1.54,436,7
77.9,6,3.09,842,14.3
90.3,10.5,2.08,551,62.6
81.1,12.3,0.42,508,70.2
91,10.9,0.54,598,95.8
81.3,4.5,0.56,1290,6
96.8,1.2,0.09,222,1.6
68.1,5,3.7,342,3
62.7,4.8,1.47,481,3.7
91.4,2.5,0.15,394,3.8
100.5,5.3,0.32,617,17.1
81.7,3.2,0.2,316,12.2
92.5,5.6,0.45,319,63.8
112,3.1,0.08,287,3.1
116,3,0.05,307,3.8
84.4,8.4,0.8,549,65.4
76.6,12.6,9.79,2980,53
76.1,5.3,8.67,2520,23.8
103.2,2,0.15,644,10.6
107.2,4.6,0.94,5490,15.8
102.1,4.4,0.19,352,19.7
125.2,1.9,0.08,388,3.6
120,2.7,0.38,417,2.8
93.3,8.2,2.55,5120,8.4
85.8,3.8,1.3,3740,2.8
126.3,2.9,0.34,22600,57.2
97.3,10.9,2.45,5450,8.4
96.6,4.2,0.18,287,4.9
115.8,3.2,0.12,351,7.5
106.8,3.6,0.16,361,7.8
96.2,1.6,0.92,15200,26
97.2,45.2,0.57,312,25.5
107.8,4.4,0.03,264,2.1
111.1,3.7,0.02,263,2.4
106.9,1.9,0.02,205,1.6
109.8,2.3,0.03,282,2.4
112.8,0.8,0.04,284,1.6
105.6,1.4,0.04,294,4.4
98.8,6,0.41,600,6.8
79.2,3,0.21,688,21
110.6,0.3,0.06,284,9.8
112,2.1,0.02,282,13.4
124.6,4.3,0.07,293,12.4
88.2,2.9,0.57,335,23.6
109.2,0.5,0.04,246,2.4
63.6,10.8,0.96,13600,29.4
72.2,4.7,0.37,410,57.8
107.8,2.1,0.08,378,4
116.4,0.6,0.03,384,7.5
110.4,1.9,0.17,396,13.6
87.6,1.1,0.16,1860,10.8
86.6,0.9,0.03,10200,13.2
103.6,1.5,0.04,194,4.5
111,0.5,0.04,221,4.2
113.6,3.3,0.15,255,12.4
99.8,0.2,0.01,202,2.8
105.2,0.7,0.03,353,29.7
103.2,0.2,0.04,390,32.1
102.9,0.7,0.05,413,218
118,3.2,0.07,292,6.2
114.2,1.8,0.09,299,9
107.2,1.2,0.02,306,97.6
105.4,1.9,0.08,417,178
101.8,2.2,0.03,403,29.4
103.2,1.6,0.09,124,2.3
105.2,1.6,0.09,219,12.3
111,2.1,0.09,174,38.6
106.2,1.2,0.1,182,54.2
110.6,2.2,0.09,191,12.6
105.6,1.4,0.1,189,49.2
103.2,1.8,0.13,195,43.7
107.6,1.8,0.11,201,64.9
106.2,0.5,0.09,226,1
110,1.4,0.08,273,1120
99.4,2,0.41,346,725
104.4,0.4,0.05,432,1.1
93.8,1.6,0.7,482,6.1
86,2.4,0.49,492,24.1
111.4,3.1,0.28,438,34
90,3.4,1.53,422,4.7
109.4,3.2,1.03,388,6.6
114.8,1.5,0.17,302,8
107.6,2.2,0.16,386,4.4
93.2,3.9,0.2,518,170
107.5,1.5,0.09,267,1150
103.8,0.1,0.06,463,10.4
97.8,3.5,0.33,523,131
104.6,1.8,0.23,150,11
104.4,1.9,0.06,250,925
105,1.2,0.06,261,870
108.8,1.8,0.08,260,995
101.8,2.7,0.08,414,2580
102,2.3,0.14,336,23.8
96.5,1.8,0.02,387,54.2
101.2,9,0.02,383,62.2
99.2,4.6,0.1,419,2410
92.7,5.6,0.25,434,680
86.5,4.2,0.53,450,392
48.8,4.4,1.23,1510,16.5
10.6,9.1,1.09,753,58.4
6,11.6,8.8,6030,59
86.6,3.5,0.39,474,354
84.2,1.8,0.83,524,1180
74.8,8.2,3.72,582,470
52.4,3.5,0.83,536,215
41.2,7.6,0.72,3880,101
59.6,2.9,1.04,508,54.5
101.8,0.1,0.03,340,11.2
48.6,3.4,4.49,647,42
56.7,2.5,2.67,477,50.5
35.6,2.3,2.83,424,32.9
70.2,1.6,1.67,2200,41.4
108.6,0.1,0.06,380,24.2
73.5,1.6,1.7,6330,112
100.5,1,0.03,426,78.4
104.6,0.8,0.03,455,130
85.6,1.2,0.7,538,94.4
86,1.2,0.54,425,35.6
97.1,1.3,0.14,490,62
73.3,1.5,0.84,446,69
68.6,1.5,0.94,1810,253
61.5,1.8,0.64,638,608
64.9,1.1,0.4,542,79.6
15.2,6.9,2.72,720,27.5
33,10.1,0.85,527,105
15,2.7,2.32,11000,16.7
100.7,0.9,0.01,738,23.7
104.8,0.3,0.01,556,20.9
94.9,0.9,0.34,632,52.5
83.4,1.3,0.21,737,66.1
73.8,3.8,0.7,15100,10.8
67.2,2.4,0.31,32100,8
95.8,1,0.02,691,21
99.2,0.6,0.02,574,18.8
87.9,1.2,0.03,626,34.4
102.6,0.6,0.13,38700,13.3
89.6,0.3,0.03,576,16.5
70.9,7.2,0.03,648,72.6
44.3,8.1,4.82,702,78.5
34.1,4.6,7.06,4780,21.4
14.4,3.5,6.93,2170,24.9
18.5,7.9,13.1,1360,15.4
10.6,9.6,9.25,14600,12.6
85.6,5,7.22,642,40.1
74.3,3.8,7.37,857,83
133,13,10.8,868,54.6
127.6,9.9,12.8,737,21
113,4.3,8.04,976,42.4
83.8,5.1,0.78,1150,62.1
73,2.6,0.16,462,73.8
13.4,5.3,19.6,2460,40.5
45.4,6.6,13.5,1370,43.2
92.7,2.2,0.46,484,146
78,0.3,0.06,419,1030
100.8,0.3,0.05,426,796
86.8,0.1,0.23,520,775
104.6,0.8,0.04,393,372
103.9,0.2,0.03,403,354
91.2,1.1,0.21,505,616
102.3,0.8,0.05,422,822
100.6,0.9,0.03,433,707
96.9,0.2,0.02,430,1160
101.7,0.5,0.01,385,310
97.4,1.1,0.09,493,1460
96.4,0.8,0.35,443,829
99.9,0.7,0.02,419,1100
68.2,8.2,7.66,830,18.3
64.7,9.6,7.64,706,44.6
83.2,1.4,1.52,290,6.2
85.7,0.1,0.32,350,46.2
58.4,6.3,5.6,602,37.3
59.7,9.8,7.92,808,24.2
91.5,4.5,4.15,15000,17.3
79,1.4,2.47,313,12.8
86.3,0.5,0.09,381,222
84.2,0.8,0.16,420,180
113.4,0.4,0.01,398,8.4
126.5,0,0.02,361,134
98.9,0.2,0.09,444,112
94,3.2,0.06,19000,23.9
113.2,0.5,0.04,383,3.9
102.3,0.9,0.07,23400,14
102.9,0.4,0.03,429,83.1
99.8,0.9,0.01,190,9.4
102.2,0.8,0.01,266,3.8
102.9,0.2,0.02,236,21.6
103.8,1.4,0.03,233,5
104.7,1,0.03,174,1
105.1,0.5,0.01,178,1.5
106.2,0.2,0.02,171,6.1
74.3,1.1,0.31,218,7.8
137,4.4,0.61,249,11.6
118.6,4.5,0.8,741,15.9
96.9,1.1,0.2,139,4.4
124.5,0.5,0.01,392,12.8
98.5,0.1,0.02,475,31.7
98.8,0.6,0.09,472,71.3
103.2,0.6,0.02,507,6
76.2,2.2,0.9,248,9.2
68.8,0.9,0.69,1090,46.2
101.1,0.4,0.01,144,22
55,1.2,0.59,11700,53.9
99.7,0,0.12,372,12.4
102,0.7,0.01,274,15.5
100.5,1.2,0.07,385,32.4
102.2,0.6,0.04,403,6.6
100.3,0.9,0.01,330,97.7
97.1,0.1,0.02,385,319
100.1,0.8,0.02,249,192
105.8,0.5,0.01,388,161
105.2,1.1,0.04,308,168
102,0.2,0.08,342,107
91.2,1,0.02,230,1
99.4,1.1,0.34,292,11.4
75,2.1,0.94,384,18.1
53.2,1.9,0.63,432,10.2
103.9,0.9,0.01,224,1
107.3,0.2,0.01,399,69
98.5,0.3,0.01,348,137
101.2,0.2,0.08,400,27.7
102.8,0.7,0.04,402,31.7
103.9,0.6,0.01,393,11.9
100.2,0.8,0.05,452,428
97,1.8,0.55,458,1470
91.9,3.4,0.95,433,1250
100.3,0.1,0.04,415,116
99.2,0.3,0.04,505,994
93.5,3.6,0.39,158,19.7
84.7,2.8,0.56,180,20.4
78.1,2.3,0.45,197,23.1
100.1,0.7,0.03,1450,4.4
96.3,0.9,0.01,267,5.7
97.4,0.4,0.01,264,9.1
52.1,6.2,2.13,212,19.3
23.6,1.9,1.67,4370,15
54.3,1.5,1.03,28500,25.9
90.8,0.8,0.01,230,18.7
103.5,0.5,0.19,372,29.7
25.1,7.5,2.96,398,15
77.4,2.2,1.04,480,18.1
109.2,0.1,0.01,148,3
87.1,10.6,2.3,258,7.2
91.2,0.7,0.2,102,49.6
89.5,1.9,0.32,151,49.8
101.3,1.2,0.1,95,32.2
98.8,1.2,0.1,126,16
101.9,0.9,0.02,121,18.2
100.3,3.8,0.22,139,12.9
70.8,1.9,0.8,194,23.2
102.9,0.8,0.01,123,5.6
105.6,1,0.01,140,5.6
33.6,3.9,2.1,242,17.8
80.8,2,0.68,167,36.4
86.4,1.1,0.29,155,22.5
86,2.1,0.22,232,33.1
45.3,1.5,1.03,202,12.3
43.3,2.2,1.36,206,24.7
25.2,2.6,0.66,211,13.4
61.5,1.6,0.73,197,16.3
52.4,2.8,2.3,200,20.4
26.2,2.7,0.42,208,19.5
99.5,0.1,0.01,285,33
100.2,0.7,0.01,228,45.3
87.5,14.2,12.6,2820,13.7
72.6,18.7,7.31,1480,14.5
52.2,22.4,7.34,1070,19.4
86.3,9.5,5.86,852,21.2
83,11.7,4.9,1050,54.1
75.2,7.8,14.1,2790,15.7
95.5,12.6,3.88,940,16.8
79.8,7,4.56,462,12.6
69.2,9.2,4.48,451,20.6
80.3,6.3,5.47,505,9.3
108,4.1,0.91,410,10.8
58.5,4,3.33,305,4.3
84,8.8,3.12,392,32.5
86.1,7.3,3.28,764,17.3
74.6,6.8,1.95,746,18.6
69.8,2.7,0.35,613,6.7
72.5,4.7,1.11,983,11.6
84.8,10.2,1.06,1210,19.6
94.9,1.7,0.13,219,10.4
85.7,7.7,4.69,341,4
85.5,8.1,3.25,481,8.8
98.1,3.5,0.26,369,17.5
41.7,4.7,2.49,1400,5.7
91.1,3.4,0.32,339,11
95.4,3,0.63,365,8.8
102.1,0.1,0.06,276,7.9
100.9,0.3,0.13,299,7.4
38.6,3.7,1.3,560,13
65.3,10,6.86,3300,25.1
58.6,4.8,7.91,2930,14.5
87.9,2.2,0.19,567,11.2
77.3,3.8,1.02,2370,14.1
96.6,2.7,0.19,376,12.1
94.5,2.1,0.19,364,7.4
102.4,3.1,0.29,361,5.7
65.1,13.1,4.83,4180,17.8
90.1,5.4,4.13,3420,5.2
80.5,4.8,1.04,3960,240
71.8,11.7,4.52,4270,19.3
67.4,1.4,0.06,311,8
70.8,1.3,0.13,322,4.3
102,1.5,0.13,348,5.6
81,1.5,0.38,4940,41.8
90,3.2,0.42,325,8.4
103.6,0.4,0.06,256,4.2
105.9,0.8,0.07,275,4.2
104.5,0.7,0.02,201,1.4
103.3,0,0.06,264,7.6
104.1,0,0.03,262,6.4
105.7,0.1,0.01,272,6.2
60.3,2.7,0.51,555,6.6
94.8,2.6,0.29,690,15.9
103.4,1.7,0.26,193,37.4
103.6,1.3,0.04,200,42.4
103,2.5,0.19,204,38.2
103.4,1.6,0.2,215,43.2
103.6,1.1,0.12,177,49
100.2,1.9,0.22,492,72
97.6,2.6,0.17,326,71.6
104.2,1.6,0.16,281,26.4
103.4,0,0.05,294,22
104.3,0.5,0.61,320,22.4
100.6,1.1,0.49,339,23
99,2.7,0.33,400,34.4
100.2,3,0.07,178,13.8
106.6,1.4,0.04,200,5.6
103.6,1.7,0.22,224,6.3
96.2,2.1,0.05,184,4
103.8,0.7,0.06,274,2640
106.8,0.9,0.06,286,1850
109.5,0.1,0.07,290,2120
102.8,2.5,0.07,244,10.1
101.9,1.1,0.07,251,11.3
103.7,0.2,0.08,251,714
103.5,0.3,0.09,317,2560
101.8,1.1,0.06,318,2580
103.1,3.3,0.09,142,2.3
100.4,5.3,0.08,257,1.3
105.6,2.1,0.13,232,11.4
104.9,3.8,0.09,233,11.4
100.6,0.5,0.11,226,9.7
104.9,0.6,0.1,240,17
101,0.9,0.08,255,17
101.4,1.8,0.14,250,22.2
103.2,0.1,0.07,198,1.5
103,1.8,0.11,340,489
85.6,2,0.43,369,204
104.4,0.5,0.19,496,6.7
89.6,2.1,0.92,455,16.6
79.4,3.1,0.57,442,24.8
102.2,1.9,0.22,367,4.1
66,2.7,0.92,383,12.4
90.8,1.7,0.71,359,13.4
97.2,0.8,0.12,268,4.1
92,0.8,0.11,320,5.6
86,1.4,0.36,503,179
92.6,1.5,0.12,380,234
103.6,0.2,0.12,324,485
99.8,0.2,0.1,538,48.4
85.4,0.5,0.32,543,152
91.4,1.8,0.11,175,10.4
100.6,0.3,0.14,316,316
102.4,0,0.2,340,162
104.2,1.8,0.1,302,566
103.6,0.2,0.08,316,160
106,0.5,0.05,362,388
103.6,0.1,0.06,364,335
101,0.6,0.14,412,1190
81.8,1.2,0.82,470,1140
76.2,2.2,1.22,519,460
41.2,0.8,0.45,3330,468
75.6,8,1.26,733,117
74.4,4.6,0.2,646,156
67.8,4.2,0.16,749,205
51.6,2.2,0.22,710,142
40.4,3.9,2.66,18100,57
42.8,6,0.21,626,118
60.1,3.4,6.38,1150,31.6
49.4,3.3,6.31,1060,27.8
81.9,3.5,5.33,885,48.7
68.4,1.3,3.74,22100,27.6
117.5,1.3,0.03,614,22.9
70.7,0.5,1.89,35900,25
103.5,0.1,0.02,552,46.9
101.6,0.9,0.02,545,85.5
83.6,2.3,3.2,797,20
58.5,2.2,2.59,838,29.9
137.1,2.1,0.06,690,18.7
72.1,1.9,1.16,24200,28.4
34.5,3.2,6.98,811,24.4
145.3,5.3,2.36,952,18.9
10.1,5.8,6.1,18000,16.2
5,4.7,5.5,23400,11.5
83,0.4,0.02,580,16.3
83.3,1.3,0.06,603,45.7
92.2,1.8,0.2,823,84.7
30.2,1.6,1.44,17400,9.1
95,2.2,0.46,30500,9.2
119.5,5.5,0.13,39400,15.2
72.7,1.4,0.22,662,112
78.4,0.9,0.2,551,28.5
82.4,1.2,0.1,857,9
110.4,0.1,0.07,536,112
79.3,1.8,0.74,770,60.6
46.8,3.7,4.26,585,82.4
22.2,4.6,6.88,7650,15.5
17.8,4.1,7.31,2090,13.8
43.1,3,7.09,15500,16.9
10.1,12.3,11.3,1250,16.4
4.1,22.1,22.3,925,17.2
11,7.1,6.25,13500,9
49.5,5.7,16.4,1030,45.6
45.3,2.5,7.33,1110,113
36.8,6.9,8.31,1330,71.3
57.5,3.4,9.73,1290,57
87.1,3.6,0.18,1030,51
5.9,10.2,7.65,847,18
5.9,8.3,17.6,18400,13.3
19.4,6.8,15.3,1740,20.1
49.3,1.7,1.22,1010,6
99.1,0.1,0.05,466,268
92.1,2.7,4.91,515,164
71.3,2.1,2.03,637,155
102.4,0.7,0.01,500,77.3
108.5,0.1,0.03,470,92.7
88.8,0.3,0.11,476,784
98.6,0.7,0.02,466,991
98.2,0.1,0.02,521,190
98.3,0.4,0.04,443,953
96,0.7,0.08,478,965
87.7,1.5,1.18,524,213
97.4,0.5,0.08,502,889
41.6,5,6.22,794,27.5
59.2,13.9,8.64,665,82.7
59,2.3,4.54,403,12.3
68.2,1.4,1.64,410,23.8
60.9,6.7,6.76,640,73.7
30,2.6,3.89,29200,26.9
71.3,2.1,7.97,450,33.9
75.7,2,2.61,1470,61.4
126.5,1.1,0.02,407,24.5
30.6,2.2,0.43,18800,28.7
108.5,1.2,0.02,376,19.1
90,0,0.03,1050,11.7
101.8,0.1,0.02,471,165
98.1,0.4,0.02,187,4.3
100,0.7,0.02,282,3
100.9,0.1,0.01,262,9.4
94.6,0.7,0.08,220,8.2
102.4,0.1,0.01,147,1.4
101.1,0.5,0.01,150,5.6
103.4,0.4,0.03,147,4.4
75.1,1.4,0.61,186,11.8
67.8,1.4,0.82,181,28
59.3,1.7,0.85,238,34.6
91.2,0.7,0.29,145,6.6
100.4,0,0.04,444,285
95.5,0.2,0.04,432,708
94.1,1,0.09,417,758
96.2,0.5,0.02,546,778
63,2.9,1.78,185,23.9
57.9,1.9,0.91,262,44.5
104.2,0.3,0.02,113,3
56.3,1.1,1,5180,28.8
91.2,1.3,0.14,451,15.6
103.1,0.5,0.02,298,6.6
100.4,0.1,0.05,431,20.2
103.9,0.5,0.14,437,6.7
101,0.8,0.03,344,62
102.5,0.2,0.05,409,290
108.2,0.2,0.03,237,6.4
99.5,1.5,0.03,326,1120
103.7,10,0.02,272,540
98.2,1.2,0.23,290,517
102.8,0.2,0.03,224,3.1
96.9,1.1,0.24,238,30.4
82.3,1.4,1.05,302,26.8
56.7,2,0.89,395,20.2
98.7,0.9,0.02,215,2
105.3,0,0.01,405,373
100.9,0.8,0.01,373,651
121.3,0.8,0.07,438,10.7
117.6,1.2,0.14,518,678
