DO,BOD,NH3N,EC,SS
72.2,4,4.99,519,2.8
103.1,2.9,3.17,3250,4.1
95,2.6,2.56,3100,7.6
97.2,4.3,0.73,14100,35.4
99.3,1.7,0.03,307,5.2
111.4,1.6,0.2,332,8.2
104.1,1.7,0.29,348,13.9
79.7,3.8,0.7,619,42.8
102.7,2.2,1.21,414,7.8
99.9,1.4,0.03,251,484
99.8,2,0.03,255,460
99.5,1.2,0.01,186,24.8
122.2,0.9,0.03,262,838
125.2,0.5,0.03,260,826
101.7,0.9,0.04,265,884
101.1,1.2,0.13,590,22.7
105.8,1.5,0.06,243,19.4
102.5,0.9,0.09,252,25.5
96.8,6.6,3.07,304,32.1
76.7,2.5,0.4,374,31.8
112.7,0.7,0.05,400,4.8
132.7,0.2,0.05,420,8.4
128.8,2,0.23,424,11.1
100.6,2.4,0.32,920,19.5
111.1,1.3,0.03,188,11.2
107.4,1.8,0.02,219,7.6
142.2,2.1,0.04,267,6.5
107.9,1.5,0.02,191,6.6
107.1,0.4,0.03,303,1310
108.5,0.8,0.04,315,1330
105.6,0.9,0.04,333,1440
105.8,3.4,0.08,281,20.5
102.5,3.2,0.15,287,25.9
106.8,0.8,0.11,356,1380
105.9,0.9,0.16,353,1510
101.9,0.8,0.03,146,40.2
105.3,0.7,0.01,190,24.5
109.5,0.5,0.02,187,81
105.9,0.7,0.02,194,100
103.6,0.7,0.07,215,227
110.5,0.2,0.03,194,114
100.9,0.5,0.08,201,105
104.7,0.1,0.05,206,136
103.9,0.6,0.01,217,1.2
106.2,0.5,0.15,272,1180
96.7,1.7,0.87,384,444
113.4,0.6,0.08,477,2.6
100.2,2.4,0.58,423,6.8
91.8,2.3,0.85,473,39.6
115,2.1,0.26,318,6.4
75.2,9.2,3.17,411,9.4
75.6,2.1,2.66,380,7.4
94.3,2.4,0.53,310,26.9
98.3,1.4,0.28,378,10.4
91.7,1.2,0.87,511,132
54.7,5.1,5.98,380,533
72.3,5.6,3.99,441,49.8
74.8,10.2,6.48,767,22.5
67.6,9.3,3.91,820,11.4
107.1,0.6,0.13,262,1430
104.8,0.2,0.11,472,148
91.5,1.8,1.17,532,267
98.9,2.2,0.31,155,72.5
103.9,0.7,0.15,252,678
102.5,0.3,0.19,114,44.8
102.7,0.1,0.19,270,2200
103.1,1.5,0.16,336,1390
97.8,3.3,1.49,360,536
90.5,2.9,0.94,348,755
79,5.5,2.64,504,1320
72.7,4,1.35,514,895
52.7,20.8,9.5,1050,65
85.3,3.6,3.48,803,7.3
93.2,1.2,0.53,589,129
79.7,2.1,2.29,706,126
76.6,3.9,3.19,751,88
65,3.3,2.77,599,112
44,2.4,2.77,1010,100
81,4.4,1.7,465,62.5
100.3,0.7,0.61,513,352
47.9,8.2,3.84,551,41.5
109.5,0.4,0.01,392,3.2
63.5,3.9,4.58,704,28.3
82.5,2.1,4.16,697,35
63.1,1.9,3.57,640,43.9
73.7,2.6,2.73,3030,230
111.9,0.5,0.01,300,2
103.4,0.3,0.03,361,17.6
100.9,0.6,0.03,403,18
98.2,0.4,0.05,403,88.5
81.4,3.2,0.61,548,62.6
95.2,1.2,0.49,429,22.3
101.3,1.7,0.04,445,54.3
79.2,1.5,0.89,520,102
95.2,1.7,0.86,551,151
85.9,1.4,1.12,686,77.5
77.9,1.8,0.26,538,222
48.6,3.3,1.24,500,51.6
50.4,2.2,1.57,13800,199
77.6,3,0.58,524,148
28.1,3.7,1.54,584,69.4
17.1,8.3,3.49,521,29.8
49.6,9.6,3.78,496,32.4
27.5,9.8,5.94,800,22.6
126.1,14.5,0.04,35900,58.8
82,1.1,0.02,368,173
101.6,1.5,0.06,385,160
94.2,1.1,0.09,397,133
98.2,0.6,0.01,260,5.7
93.6,0.1,0.13,584,74.2
93.1,0.5,0.15,506,75.3
87.9,1.2,0.44,1810,50.4
66.9,0.9,0.28,21600,35.9
95.6,0.8,0.04,877,34.5
99.2,1.2,0.06,374,151
99.9,0.5,0.03,559,55.4
105.2,1.2,0.2,16400,20.3
91.9,1.6,0.07,412,152
91.8,1.8,0.08,384,147
55.8,5.1,1.56,476,165
21.6,3.9,11.5,13000,18.9
86,2.5,0.79,540,107
79.2,2.1,1.88,24600,37.2
23.5,25,11.5,693,25.3
13.5,6.9,9.61,1120,8.8
14.3,24.4,16.4,839,19
9.5,10.6,8.28,2970,15.2
88.3,7.9,4.62,2680,20.3
61.9,1.7,0.91,743,92.4
72.7,1.5,0.69,898,164
68.5,1.4,0.69,838,124
4.2,30.4,15.3,912,17.9
74,1.9,1.59,840,185
95.1,1.7,0.87,346,167
65.7,2.1,3.55,674,139
73.6,2.4,2.44,561,231
101.2,1.2,0.01,328,124
101.2,0.6,0.03,377,2640
89.2,0,0.11,471,1160
100.8,0.4,0.04,386,1920
96,1.4,0.12,400,662
53.1,2.5,4.36,730,31.5
57.8,5.5,3.31,618,22.7
83.1,0.8,0.01,431,1550
89,0.6,0.11,182,89.5
90.7,1.2,0.1,279,177
83.9,4.7,4.68,459,108
67.2,3,1.81,467,42.4
92,0.6,0.1,321,856
88.6,1.7,0.85,299,1520
95.8,0.6,0.02,259,410
98.2,1,0.01,270,301
104.4,1,0.01,229,5.6
92.6,0.3,0.02,284,344
101.3,2.4,0.01,222,304
103.2,0.8,0.02,232,990
39.2,1.4,0.05,505,44.2
90.1,1.3,0.1,446,1400
96.2,0.4,0.02,241,1010
99.7,0.9,0.02,261,948
103.8,0.8,0.02,187,12.4
102.2,0.1,0.01,264,838
108.2,0.8,0.05,240,2740
111.2,0.7,0.05,235,7.8
103.1,2.4,0.01,159,23.4
100.2,0.7,0.01,166,24.6
101.3,0.6,0.01,224,17.8
87.9,1.5,0.29,186,23.4
81.4,0.7,0.31,175,27.2
76.6,1.5,0.39,197,21.5
62.4,2.7,1.02,246,35
83.2,2.7,0.59,245,40.5
75.3,2.2,0.47,836,21
67,2.7,0.98,175,21.5
54,1.5,0.93,4250,35.2
100.7,0,0.01,138,3.4
107.2,0.3,0.03,165,4.6
101.1,0.2,0.04,359,140
105.4,0.6,0.02,239,89.5
100.8,0.6,0.04,339,131
101.9,0.1,0.04,362,12.2
104.1,0.4,0.13,319,108
94.7,0.2,0.02,379,86.8
117,0.2,0.01,208,1.6
105.9,0.4,0.01,264,17.8
101.6,1.6,0.15,298,5.3
105.4,1.2,0.26,348,16
96.4,0.2,0.01,207,1
125.3,2.1,0.39,332,10.7
92.2,2.3,0.64,452,17.4
104.7,0.1,0.04,215,1.8
102.8,0.5,0.05,336,1690
102.7,0.2,0.07,341,2690
105.1,0.9,0.01,312,15.6
102.7,0.7,0.02,340,874
97.7,0.8,0.01,350,6
84.1,4,2.65,555,770
97.5,0.6,0.03,346,845
104.8,2.1,0.35,230,6.6
110.6,4.1,1.74,291,9.1
121.4,5.3,1.23,307,13.7
104.2,0.3,0.03,1000,1
118.3,0.7,0.27,260,3.6
116.4,1.1,0.13,262,3.4
6.8,3.5,1.33,326,28.8
46.7,1.7,1.5,14800,36.8
81.4,1.1,0.48,38000,67.8
113.2,2.3,0.01,211,8.3
77.3,1.5,0.1,232,16.7
66.6,1.7,0.84,348,18.1
20.2,5.4,2.88,355,18.8
93.8,2,0.15,297,14.8
120.5,0.8,0.01,154,1.8
92.2,4.8,1.23,237,2.4
104.9,0.1,0.04,106,7.5
66.6,1.8,0.99,166,12.1
71.1,3.2,2.02,176,16.3
106.6,0,0.02,118,9
101.1,0.9,0.02,104,7
97.6,1.3,0.27,117,7.7
104.2,0.3,0.02,90,5.9
108.1,1.8,0.27,204,5
111.8,1.1,0.13,195,12
116.6,1.9,0.25,196,4.2
120.8,9.4,1.59,306,29.2
102.1,0.5,0.01,160,8.4
110.6,0,0.01,238,4.2
101.2,1.3,0.34,107,2.5
102.4,0.3,0.04,121,2.8
33.1,3.9,2.43,1080,39.7
38.9,2.7,2.73,190,17.7
81.8,2.1,1.1,249,6.4
70.7,2.4,1.02,249,13.4
43.1,2.7,1.79,292,17.6
40.3,2.6,2.25,293,16.7
29.7,2.8,2.47,338,28.2
49.7,3.4,1.32,280,16.1
46.7,2.9,1.63,293,18.3
23.7,3.5,2.72,292,16
108.2,0.3,0.01,221,23.6
103.9,0.5,0.01,198,27.4
83,6.7,20,2440,5.4
87,3.5,13.8,1500,5.8
60.6,15.8,8.06,1090,21.9
92.8,3.7,5.42,956,18.7
73.8,4,5.82,1030,19
90.9,6.6,21.5,3230,7.5
71.8,3.1,3.14,409,23.4
86.6,3.8,3.56,433,11.5
95.8,3.4,2.85,418,6.7
108.4,4.2,3.71,276,6.1
107.8,3.4,2.76,371,20.7
93.6,4.2,4.94,901,12.1
93.8,6.1,3.46,894,12.9
109.3,3.6,1.08,650,6.6
115.5,3.5,1.28,1160,13.7
93.5,3,8.71,1930,11.2
104,1.6,0.16,231,2.8
102.1,4.4,3.35,537,7.2
106.1,3.5,1.25,575,9.4
109.5,2.6,0.2,389,12.2
111,12.4,1.2,976,19.6
111.4,3.6,0.16,314,20.9
103.6,2.7,0.26,322,9.1
112,0.8,0.01,253,5.8
115.8,0.1,0.04,266,59.9
115.2,6.8,0.36,527,13.7
93.7,1.8,0.18,565,11.9
117.1,4.3,1.91,2210,20.5
119.3,3.2,0.2,324,10.9
82.9,10.3,10.8,758,6
80.4,7.8,12.2,3920,22.4
71.6,4.9,5.55,537,4.1
97.6,3.9,10.6,3040,5.2
93.5,3.6,6.59,2680,5.6
127.8,2.9,1.11,17600,17.3
105.3,1.2,0.02,261,13
107.5,1.4,0.07,250,34.7
100.6,2.2,0.2,257,59.4
104.6,2,0.31,507,45.4
104.7,2.6,0.56,464,16.8
105.5,0,0.01,241,8.4
112.4,1.2,0.02,245,9.6
108.4,1.1,0.01,182,3.8
100.9,1,0.02,286,8
105.9,0.2,0.01,283,6.8
110.2,0.9,0.01,289,7.2
84.1,1.4,0.2,632,27.4
108.2,1.1,0.08,306,16.9
132.7,2,0.06,307,8.4
58.4,3.7,7.35,579,13
71.6,11.5,1.37,1300,11.8
120.9,1.4,0.03,366,2.5
142.7,1.1,0.02,388,2.5
129.5,1.3,0.09,408,4
78.5,1.9,0.33,1350,9.1
109.2,0.4,0.02,165,6.7
116,1.5,0.02,231,4.6
127.8,1.6,0.03,308,5.2
104.9,0.8,0.01,185,4.3
106.4,0.5,0.02,372,57.8
105.5,0.2,0.01,421,21.6
113.3,0.7,0.01,453,46.4
123.7,1.3,0.02,391,4.6
125.2,1.6,0.06,381,4.3
105.8,1.3,0.05,386,14.3
109.9,1.3,0.1,392,20.2
105.8,0.3,0.02,146,1.9
103.8,0,0.01,234,3.1
108.3,0.1,0.01,202,22.4
108.8,0.8,0.01,205,27.6
129.6,1.9,0.02,226,72.4
103.5,0.5,0.01,206,44.2
103.6,12,0.09,251,29.6
90.6,1.3,0.05,228,36.1
103.6,0.6,0.01,213,1.1
106.8,0.3,0.11,297,1520
92.5,2.4,0.51,370,787
109.8,1.1,0.11,449,3.2
110.7,10.6,2.29,465,14.1
105.8,6.1,0.74,452,93.8
117.3,1.9,0.13,287,5.5
72.4,5.9,3.65,454,8.9
76.2,2.3,2.18,377,11.1
103.8,2,0.35,291,25.4
111.1,2.2,0.16,351,10
100.1,1.8,0.33,524,45.5
98.7,0.5,0.12,360,278
54.1,7.3,2.63,520,294
86.1,4.8,1.24,492,34.2
97.2,3.7,1.64,545,51.6
102.6,5.1,2.17,575,15.3
105.4,0.5,0.1,289,1510
125.8,0.3,0.08,463,3.5
93.1,1.7,1.72,567,54.9
101,1.7,0.33,150,132
106.9,0.1,0.2,275,640
106.8,0.4,0.14,114,10.3
107.2,0.6,0.11,292,2080
105.5,0.1,0.12,462,1750
111,0.6,0.08,435,1160
110.8,0.7,0.14,435,1350
107.2,0.4,0.06,361,424
101.6,0.3,0.07,468,968
98.3,2.3,0.58,421,492
99.1,2,0.56,424,411
86.5,1.9,0.52,481,147
58.3,4,3.58,794,44.2
49,3.1,6.04,1580,49.5
86.1,4,2.54,1170,14.8
99.5,2.8,0.22,567,112
85.8,2,0.78,663,128
70.5,4,5.3,703,125
60.9,3.7,3.44,668,87.2
50,3.8,2,15700,103
83.5,5.4,13.7,516,8.4
41.9,8,4.22,593,33.8
103.9,0.1,0.01,322,2.8
57.7,3.9,4.86,760,16.4
59.8,3.6,6.91,898,13.7
101,3.7,4.87,830,24.7
108.4,4.3,2.95,6260,78.8
117.3,0.6,0.01,306,2.3
108.3,0.7,0.03,367,34.6
105.1,0.1,0.03,395,256
102,0.2,0.05,474,554
87.9,1.8,0.62,553,130
100.2,1.3,0.64,424,26.4
112.3,0.7,0.12,500,41.8
97,1.8,0.62,675,30.2
138.2,5.1,0.15,1250,49
92,0.5,0.2,732,38.8
72.9,0.2,0.38,639,44.4
28,2.3,1.74,1040,14.2
79.7,3.5,1.4,19000,31.3
57.8,5.7,1.64,733,37.9
28.1,2,1.46,14800,35.1
51.5,1,0.28,704,33.6
14.8,10.3,4.22,491,77.1
10.6,11.1,4.57,467,80.8
4.2,13.7,9.9,2960,19.5
99.6,0.4,0.01,502,20
109.5,0.2,0.02,532,38.5
96.5,1,0.03,573,15.2
101.8,0.8,0.01,250,15.8
94.9,0.1,0.44,746,15
125.6,3.3,0.22,838,45
72.1,3.5,0.43,12400,27.5
40.1,3.9,0.17,34300,16.9
98.8,1.3,0.06,1020,24.8
97.5,1.3,0.06,644,16.4
103.3,2.2,0.02,750,20.4
104.5,3.3,0.08,35400,18
94.8,0.6,0.03,520,7.6
132.4,0.1,0.04,521,4.1
86.1,4.7,1.88,618,35.9
95.3,5.5,12.2,16500,27
103.2,2.8,0.78,684,22.5
134,5.4,3.54,16000,29.5
7,23.2,14.1,731,12.5
8.6,17.2,10.4,1180,18.8
11.5,14.3,10.8,4570,24.6
110.7,8.1,3.82,2960,22.9
76.3,1.7,0.25,431,601
68.3,1.7,0.23,507,437
63.2,1.8,0.32,547,188
90.3,1.1,0.3,408,982
3.8,18.6,12.1,710,10.5
59.8,2.1,0.73,593,205
98,1.3,0.04,447,470
120.7,9.2,17.4,14800,36
96,9.6,21.8,1760,29.7
54.4,2.1,1.57,1250,127
100.2,0.8,0.01,421,2710
86.4,0.9,0.34,488,2160
101.8,0.1,0.02,371,780
101.3,0.4,0.01,389,445
90.2,0.8,0.08,474,574
98.4,0.3,0.03,404,2670
120.6,1.1,0.01,306,3.3
107.7,0.7,0.01,376,733
100.6,0.9,0.1,417,730
92.6,0.5,0.3,454,2330
45.1,1.8,4.22,717,12.9
59.7,4.3,2.89,614,86.5
88.1,1.7,0.47,245,62.8
99.8,1.2,0.25,340,274
61.4,8.7,3.49,563,81.4
63.1,4.8,2.04,526,45.4
98.5,0,0.14,364,299
97.5,0.9,0.08,376,377
106.2,0.7,0.01,285,23.8
104.9,0.8,0.01,299,28.1
107,0.7,0.01,213,3.9
104.2,0.3,0.02,279,603
100,0.5,0.03,257,32.6
101.4,0.7,0.01,283,35.7
88.9,1.3,0.17,15700,76.4
97.6,1.3,0.04,296,1230
90.6,1.7,0.04,303,2560
102.1,0.3,0.01,391,600
101.6,0.7,0.01,175,8.2
107.6,0.2,0.01,254,3.6
102.1,1,0.02,234,129
104.6,0.7,0.01,196,1.8
105.2,0.3,0.01,190,2.3
86.4,3,0.48,215,65.3
67.1,2.4,0.58,218,36.8
107.7,2.3,0.62,221,29
92.6,2.6,0.63,275,28
137.1,4.8,0.3,620,38.8
100.6,0.9,0.02,116,1.8
100.3,1.7,0.12,474,383
98.1,0.4,0.04,474,88
104.5,0.5,0.06,469,163
97.8,0.8,0.01,477,51.2
66.1,5.2,1.3,194,59
76.9,4.9,1.36,1100,68
111.5,0.4,0.01,174,2.4
109.5,2,0.01,156,5.6
98.9,1,0.02,398,190
103.8,0.6,0.01,289,111
100.2,0.1,0.02,379,151
105.5,0,0.07,369,22.8
104.3,0,0.02,327,75
95.9,0.6,0.01,380,46.2
117.1,0.3,0.01,226,14.4
104.1,0.9,0.01,320,22.2
104.9,0.4,0.01,329,15
108.5,1.4,0.19,343,18.3
99.7,0.4,0.01,227,3
141.6,1.9,0.65,346,12.5
107.5,2.7,0.95,435,14.4
102.9,0.4,0.03,209,2.3
99.2,0.6,0.01,339,459
97.3,0.3,0.06,323,1920
98.4,0.4,0.09,330,1860
98.4,0.5,0.01,306,22.2
98.7,0.4,0.03,368,1290
94,0.5,0.01,356,3.4
96.9,0.5,0.08,370,870
82,1.5,0.91,527,1280
92.6,0.2,0.03,390,917
98.7,0.1,0.16,103,46.2
96.9,0.7,0.15,106,73.5
95.6,0.7,0.13,126,46.2
106.2,0,0.01,392,37.8
104.8,0.3,0.01,160,33.6
105.3,0.1,0.01,165,40.8
49.5,2.4,1.16,203,53.1
44.2,1.2,1.1,2510,22.5
54.8,0.7,0.73,20400,21.2
95.6,0,0.03,229,20.5
101.9,0.5,0.11,212,30.4
86.6,1.6,0.5,231,29.9
75.8,6.6,0.88,236,71.5
118.3,0,0.05,223,31.7
126.9,0.2,0.01,110,4.4
99.6,3.6,0.52,157,12.4
88.1,0.5,0.23,108,18.1
87.1,1.5,0.44,110,25.6
105.7,1.1,0.09,111,7.9
106.5,0.4,0.01,111,5.9
104.1,0.6,0.05,93,12.4
96.5,1.2,0.19,128,46
106.3,0.1,0.01,91,23
51,1.8,1.1,185,44.2
86.7,1.8,0.58,117,31.8
102.9,1.4,0.21,122,35.5
100.3,1.3,0.21,128,21.2
77.8,1.8,0.34,140,62.7
73.1,1.6,0.44,144,39.9
63.3,1.1,0.44,152,41.4
88.3,0.7,0.21,127,45.2
83.2,2.7,0.31,134,40.5
65.3,1.6,0.51,144,55.7
104,0.3,0.01,224,23.3
101.6,0.6,0.01,207,25.9
74.4,3.4,17.2,1490,18.9
62.2,10.9,12.3,954,17.6
75.8,3.1,6.28,694,11.1
66.3,3.9,6.39,919,46.4
84.6,4.7,24.7,2760,8.9
67.8,3.8,4.06,394,9.1
72.7,8.6,5.78,378,14.1
82,3.4,4.82,396,3.7
61.4,3.4,13.3,357,6.2
82.9,3.2,2.15,458,8.9
79.9,4,8.77,824,14.9
89.5,3.1,5.02,661,19.3
70,7.5,2.08,587,20.5
76.9,7.5,2.12,910,18.8
65,5.2,9.38,1740,20
101.5,2.3,0.18,207,2.6
81.8,4,3.72,427,12
89,4,1.45,544,9.4
96.9,3.1,0.51,483,8.1
71.8,9.5,3.15,531,13.3
102.9,3.2,0.17,268,17.2
89.5,5.4,0.52,317,30.6
104.5,1.5,0.02,251,12.4
104.3,1.3,0.02,258,37.4
102.8,3.2,0.52,430,89.4
77.7,1.4,0.2,527,10.2
95.6,2.1,2.04,1320,15.6
104.1,3.7,0.24,316,12.4
67,7.6,10.9,550,4.8
77.3,6.1,8.99,4660,16
70.8,5.2,8.61,724,3.4
110.4,4.9,8.19,3340,6
92.8,3.7,3.89,3060,9.4
110.2,7.7,1.11,3320,44
96.3,1.3,0.02,268,5.1
103.6,1.5,0.03,292,6.8
108.2,1.8,0.19,310,9.9
116.7,1.9,0.16,739,29.4
95.1,2.6,0.38,450,13.4
106.1,1.5,0.01,233,7
108.2,1.2,0.02,241,7.8
107.8,1.4,0.01,180,9.2
107.9,0.9,0.01,250,14.2
106.1,1.4,0.01,249,8.8
106,0.4,0.01,255,8.2
83.1,1.5,0.17,592,21.4
102,1.4,0.12,247,17.5
110.5,1.5,0.14,249,15.8
85.2,10.1,5.81,365,28.1
36.6,9.7,1.99,912,11.4
119.4,1.1,0.02,364,5.2
120.6,1.5,0.01,384,8.4
130.8,1.1,0.1,388,7.2
114.4,2.6,0.33,992,8.8
102.3,0.1,0.02,175,2.9
114.5,1.1,0.02,251,3.6
115.9,1.6,0.03,343,7.8
96.7,0.5,0.02,186,3.1
105,0.2,0.01,372,13.3
104.3,0.7,0.01,412,264
100.9,0.9,0.01,434,25.5
108.5,0.5,0.02,430,7.2
98,0.8,0.05,459,17.8
112.6,0,0.02,198,1.8
107.7,0.6,0.05,211,2.8
109.8,0.4,0.03,203,4.1
111.4,1,0.05,211,4
105.8,0.7,0.06,210,5.4
88.4,10.8,0.19,273,7
95.5,3.2,0.11,249,8.4
104.1,0.3,0.01,178,1.9
104.2,1.1,0.08,312,142
94.3,1.6,0.4,374,116
92.1,2.4,0.88,470,7.5
89.8,2.1,0.68,489,72.9
114,2.6,0.58,437,7.1
58.9,6.7,3.23,442,5.3
80.3,3,2.53,385,9.8
120.5,1.3,0.16,331,8.2
120.3,1.8,0.21,388,6.4
93.1,1.8,0.43,552,28.9
99.5,1.2,0.11,370,132
67.5,3.8,0.85,460,320
61,5,1.52,512,27.8
70.5,7.1,1.8,575,27.5
28.3,2.4,1.85,593,10
106.5,1.2,0.08,303,135
118.2,0.7,0.06,513,2.6
89,1.5,1.66,595,37.8
97.9,1.2,0.44,154,13.6
105.1,1.3,0.12,286,168
103.1,0,0.1,158,12.8
104.2,1.1,0.06,302,105
103.5,0.3,0.09,443,1430
103.8,0,0.13,433,1160
107.4,1,0.05,391,34.4
102.7,0.7,0.06,449,770
103.8,0.8,0.22,429,735
100.1,1.2,0.28,433,802
95.7,0.2,0.53,451,488
80.9,1.2,0.5,518,93.8
73.6,2,1.08,556,918
94.9,3,0.4,510,436
89.2,3.6,2.27,667,362
65.9,5.3,7.44,726,171
66.5,3.7,4.01,737,147
52.5,3.3,1.35,9170,491
81.9,2.5,3.06,401,70.9
92,8.2,6.98,689,25.2
109.2,0,0.01,355,2.7
72.1,4.1,4.27,714,24
60.2,1.5,4.06,694,23.4
60.8,1.4,2.9,682,122
69,2.2,1.7,6480,199
111.4,0.3,0.01,340,2
113.6,0.3,0.02,376,10
112.5,0.1,0.02,424,17.8
102.4,0.2,0.03,447,1050
89.6,0.9,0.4,528,137
101,0.2,0.37,418,13.7
101.9,0,0.05,447,52.1
84.8,0.5,0.63,541,116
94.2,0.7,0.39,598,154
94.4,0.3,0.1,594,27.5
67.2,3.6,0.7,549,50.2
28.1,5.7,1.73,1270,16
60.4,1.6,0.99,22000,42
43,9.5,2.21,684,36.3
38.2,3.3,1.24,9120,68.5
52.3,1.2,0.7,560,51.5
6.1,22.7,13.9,1460,28.2
8,19.6,10.6,1520,29.2
44.2,6.2,4.66,6150,26.1
123.1,12.3,0.53,34100,60.4
103.6,0.5,0.01,490,20.2
98.1,0.8,0.04,477,217
89.4,0.7,0.1,370,110
100.9,0.4,0.01,285,10.1
92.9,0.8,0.12,558,34.9
93.2,1.8,0.1,638,27.3
97.4,1.4,0.17,1910,20.2
84.3,1.1,0.18,23400,23.9
80,1.3,0.04,560,135
95.6,0.5,0.04,471,98.8
93.5,0.2,0.06,485,49.2
99.8,1.6,0.19,33000,27.6
108.5,0.6,0.03,581,13.2
135.6,1.4,0.03,575,7.5
113.1,12.6,3.11,776,27.9
75.2,8.8,15.3,25800,25.4
143.2,4.5,0.55,547,43
40.8,43.8,22.2,884,20.6
6.4,15.1,18.5,1800,17.8
26.5,52,27.3,931,28.8
10.1,13.8,12,18400,24.1
138,8.2,4.8,3870,11.7
39.4,4.6,5,622,71.4
62.3,3.9,5.17,768,62
51,5,2.97,909,48
35.3,3.9,4.27,771,27.7
18.6,9.5,5.51,1040,31.4
118.6,1.7,0.01,1040,64
60.5,2,1.33,758,80.7
98.5,1.2,0.01,426,2270
101.9,1.3,0.01,426,2250
105,4.2,0.67,462,1120
103,0.9,0.01,399,506
104.1,1.6,0.02,417,575
96.3,1.7,0.1,480,1310
98.3,0.6,0.03,408,1690
102.2,0.3,0.02,414,1840
100.8,0.2,0.02,400,1550
104.9,1.5,0.01,397,397
98.7,1.1,0.1,433,1590
96.9,1.6,0.09,414,2010
126.5,30.5,11.7,1050,34.5
53.1,11.1,5.79,586,204
69.2,1.8,0.73,250,360
77.3,1.8,0.76,320,181
42.6,10.7,3.76,460,152
27,6.2,3.23,381,56.6
87.1,0.7,1.54,282,1330
101,0.7,1.45,291,1470
104.7,0.6,0.02,261,1050
105.6,0.9,0.02,275,1620
101.6,1.7,0.01,269,12.3
101.1,0.5,0.02,283,370
100.7,1,0.01,224,74.3
100.6,0.5,0.01,270,113
65.4,1.7,0.02,316,39.8
90.3,0.8,0.1,462,403
98,0.5,0.01,301,244
98.2,0.4,0.01,345,132
102.9,0.4,0.01,365,1560
106,0.6,0.01,151,5
106.3,0.7,0.01,219,5
104.5,1,0.01,207,1030
125,0.5,0.01,212,70.6
99.8,0.4,0.04,219,25.7
100.6,0.8,0.01,145,38.5
106.2,0.3,0.01,147,64
109.3,1.3,0.01,157,38.5
85,1.7,0.21,219,51.6
78.3,0.9,0.21,196,30.4
71.7,0.1,0.1,212,26.5
69.1,1.1,0.46,226,20.2
69.2,0.6,0.08,247,40.2
64,1.2,0.35,271,41.5
101.2,0.7,0.05,436,581
98.3,0.7,0.04,397,540
100.9,0.1,0.13,391,512
102.8,0.6,0.01,454,470
86.9,1.5,0.27,163,14.1
50.9,1.7,0.54,632,58
102.8,0.2,0.01,118,5.8
102,0.6,0.01,130,5.3
102,0.6,0.01,131,4.7
101.8,0.9,0.01,275,283
103.8,0.1,0.01,225,202
100.6,0.1,0.01,283,482
104.4,0.9,0.03,367,31.4
107.1,0.3,0.01,323,135
97.4,0.8,0.01,353,90.8
110,0.1,0.01,206,10.1
110.4,0.3,0.01,309,32.7
101.7,1,0.1,319,33.5
102,0.2,0.07,360,54.2
110.2,0.8,0.01,187,1
107.3,1.9,0.25,262,50.8
85.4,1.2,0.7,368,32.8
74.8,1.4,0.48,393,9.5
104.2,0.9,0.01,205,2.8
105,0,0.01,400,921
99.9,0.9,0.01,281,73.8
98.7,1,0.01,287,41.1
96.4,2.8,0.32,210,957
90.4,7.2,0.62,203,579
108.5,1.1,0.32,156,7.3
99.8,1.7,0.5,167,10.1
96.2,1.6,0.38,177,9.5
104.9,0.7,0.03,689,48.1
100.5,0.3,0.01,229,11.1
102.2,0,0.01,228,8.7
22.5,3.7,2.06,238,17.5
34.2,1.7,1.14,12000,39.7
54.6,1.6,0.87,24000,18.8
128.4,2,0.04,223,7.3
93.3,1.5,0.12,287,8.2
47.3,4.5,1.6,393,18.2
27,5.8,2.6,326,23.5
120.8,1.9,0.36,433,15.9
133.8,0.6,0.01,150,6.7
95.8,2.5,0.38,176,50
114.5,0.5,0.01,102,3.3
77.9,2.1,0.62,148,21.5
67.4,4.2,1.21,162,24.2
109.8,0.1,0.01,105,3.8
106.6,0.2,0.04,100,4.6
121.8,1.4,0.23,128,7.7
111,0.3,0.02,95,2.4
118.4,1.2,0.26,160,6.2
99.7,1.7,0.01,151,2.8
113.6,1.1,0.19,132,5.8
84.6,1.4,0.39,190,10.3
104.4,0.1,0.02,116,5.2
108.1,0.9,0.01,127,5.2
118.8,1.5,0.24,95,3.4
101.9,0.8,0.01,109,4.6
19.3,4.2,1.76,776,28.3
52.6,3.5,1.16,162,33.8
78.3,1.3,0.55,196,50.5
77.1,2.1,0.63,199,31.8
53.1,1.1,0.95,203,21.2
47.5,1.3,1.08,208,15.9
29.8,1.4,1.36,214,21.1
73.9,2,0.68,201,15.1
67.9,0.9,0.72,194,14.6
34.8,2,1.56,213,30.2
126.2,0.5,0.03,271,6.3
117.6,0.1,0.01,214,9
97.3,5.4,23.1,2050,6
99.8,2.4,7.71,1550,8.4
84.2,12.7,8.25,1090,17.5
92.6,5.2,5.22,689,5.5
78.3,4.9,6.36,856,22.1
87.4,13,24.8,2750,9.5
73.5,4.3,3.81,394,20.8
81.8,4.1,4.98,407,7
88.3,3.9,3.9,431,6.8
79.4,3.7,1.39,197,10
85.4,4.1,0.97,424,7
85.1,5.6,6.41,777,15.9
93.5,4.7,5.42,820,5.5
83.5,4.4,1.23,653,12.8
78.1,4.8,1.96,1140,14.8
70,3,21.9,1610,21.1
106.9,1.2,0.18,200,2.4
96.7,5.1,2.38,437,6.1
